name,cap_hit_percentage_at_signing,signing_date,age_at_signing,is_ufa,expires_as_ufa,is_center,is_winger,is_defenseman,prev_1_goals,prev_2_goals,prev_3_goals,prev_1_assists,prev_2_assists,prev_3_assists,prev_1_xgf,prev_2_xgf,prev_3_xgf,prev_1_corsi,prev_2_corsi,prev_3_corsi,prev_1_sh,prev_2_sh,prev_3_sh
Neal Pionk,0.0368,2019-07-21,24.0,0,0,0,0,1,6.0,1.0,0.0,20.0,13.0,0.0,0.43,0.37,0.0,0.42,0.41,0.0,0.0455,0.0455,0.0455
Nelson Nogier,0.0089,2020-10-14,25.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.38,0.0,0.0,0.0,0.0
Nelson Nogier,0.0086,2019-07-15,24.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.55,0.38,0.0,0.47,0.0,0.0,0.0
Nic Dowd,0.009399999999999999,2019-04-11,29.0,1,1,1,0,0,8.0,3.0,6.0,14.0,1.0,16.0,0.39,0.42,0.6,0.44,0.43,0.62,0.1702,0.1702,0.1702
Nic Dowd,0.008199999999999999,2018-07-01,29.0,1,1,1,0,0,3.0,6.0,0.0,1.0,16.0,0.0,0.42,0.6,0.65,0.43,0.62,0.72,0.0588,0.0588,0.0588
Nic Dowd,0.0088,2016-07-11,27.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0
Nic Dowd,0.008199999999999999,2015-07-16,26.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicholas Paul,0.0166,2020-10-14,26.0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicholas Paul,0.0092,2019-07-02,25.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicholas Paul,0.008199999999999999,2018-07-16,24.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Bjugstad,0.0594,2014-12-31,22.0,0,1,1,1,0,16.0,1.0,0.0,22.0,0.0,0.0,0.5,0.45,0.0,0.54,0.47,0.0,0.0865,0.0865,0.0865
Nick Bonino,0.0547,2017-07-01,30.0,1,1,1,0,0,18.0,9.0,15.0,19.0,20.0,24.0,0.45,0.49,0.49,0.45,0.48,0.49,0.1268,0.1268,0.1268
Nick Bonino,0.029500000000000002,2013-11-28,26.0,0,1,1,0,0,5.0,5.0,0.0,8.0,13.0,0.0,0.51,0.47,0.45,0.46,0.48,0.45,0.1351,0.1351,0.1351
Nick Bonino,0.011699999999999999,2012-07-12,25.0,0,0,1,0,0,5.0,0.0,1.0,13.0,0.0,1.0,0.47,0.45,0.62,0.48,0.45,0.53,0.0794,0.0794,0.0794
Nick Bonino,0.0108,2011-07-14,24.0,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.45,0.62,0.0,0.45,0.53,0.0,0.0,0.0,0.0
Nick Cousins,0.0184,2020-10-09,27.0,0,1,1,1,0,10.0,7.0,12.0,15.0,20.0,7.0,0.61,0.53,0.5,0.57,0.52,0.5,0.087,0.087,0.087
Nick Cousins,0.0123,2019-07-05,26.0,0,0,1,1,0,7.0,12.0,6.0,20.0,7.0,10.0,0.53,0.5,0.53,0.52,0.5,0.55,0.0483,0.0483,0.0483
Nick Cousins,0.013300000000000001,2017-07-01,24.0,0,0,1,1,0,6.0,6.0,0.0,10.0,5.0,0.0,0.53,0.55,0.45,0.55,0.54,0.47,0.0606,0.0606,0.0606
Nick Cousins,0.0115,2016-07-14,23.0,0,0,1,1,0,6.0,0.0,0.0,5.0,0.0,0.0,0.55,0.45,0.0,0.54,0.47,0.0,0.1463,0.1463,0.1463
Nick Foligno,0.0797,2014-12-31,27.0,1,1,1,1,0,18.0,6.0,15.0,21.0,13.0,32.0,0.57,0.56,0.56,0.54,0.53,0.56,0.1622,0.1622,0.1622
Nick Foligno,0.051399999999999994,2012-07-06,25.0,0,1,1,1,0,15.0,14.0,9.0,32.0,20.0,17.0,0.56,0.53,0.58,0.56,0.52,0.55,0.098,0.098,0.098
Nick Holden,0.0209,2020-02-24,33.0,1,1,0,0,1,6.0,3.0,4.0,8.0,12.0,13.0,0.5,0.53,0.49,0.52,0.53,0.44,0.0594,0.0594,0.0594
Nick Holden,0.0277,2018-07-01,32.0,1,1,0,0,1,4.0,11.0,6.0,13.0,23.0,16.0,0.49,0.46,0.42,0.44,0.46,0.42,0.05,0.05,0.05
Nick Holden,0.0239,2014-07-01,28.0,1,1,0,0,1,10.0,0.0,0.0,15.0,0.0,0.0,0.5,0.73,0.0,0.49,0.52,0.0,0.1515,0.1515,0.1515
Nick Holden,0.009300000000000001,2013-07-05,27.0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.69,0.52,0.0,0.62,0.0,0.0,0.0
Nick Holden,0.0092,2012-06-30,26.0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.62,0.0,0.0,0.0,0.0
Nick Holden,0.011399999999999999,2011-06-20,25.0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0
Nick Jensen,0.031400000000000004,2019-02-22,28.0,1,1,0,0,1,2.0,0.0,4.0,17.0,15.0,9.0,0.43,0.43,0.46,0.45,0.47,0.47,0.0213,0.0213,0.0213
Nick Jensen,0.0111,2017-02-27,26.0,0,1,0,0,1,4.0,0.0,0.0,9.0,0.0,0.0,0.46,0.0,0.0,0.47,0.0,0.0,0.0678,0.0678,0.0678
Nick Jensen,0.008199999999999999,2015-07-13,25.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Leddy,0.0797,2015-02-24,24.0,0,1,0,0,1,10.0,7.0,6.0,27.0,24.0,12.0,0.6,0.61,0.6,0.57,0.61,0.6,0.0833,0.0833,0.0833
Nick Leddy,0.042,2013-07-03,23.0,0,0,0,0,1,6.0,3.0,4.0,12.0,34.0,3.0,0.6,0.5,0.5,0.6,0.54,0.5,0.0923,0.0923,0.0923
Nick Merkley,0.010700000000000001,2020-10-20,24.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Ritchie,0.0206,2018-10-18,23.0,0,0,0,1,0,10.0,14.0,2.0,17.0,14.0,2.0,0.53,0.56,0.53,0.5,0.53,0.55,0.082,0.082,0.082
Nick Schmaltz,0.0736,2019-03-30,23.0,0,1,1,0,0,7.0,21.0,6.0,18.0,31.0,22.0,0.53,0.51,0.52,0.55,0.53,0.51,0.1111,0.1111,0.1111
Nicklas Bäckström,0.11289999999999999,2020-01-14,32.0,1,1,1,0,0,12.0,22.0,21.0,43.0,52.0,50.0,0.63,0.56,0.55,0.6,0.55,0.56,0.0909,0.0909,0.0909
Nico Hischier,0.08900000000000001,2019-10-18,21.0,0,1,1,0,0,17.0,20.0,0.0,30.0,32.0,0.0,0.58,0.55,0.0,0.55,0.53,0.0,0.1062,0.1062,0.1062
Nico Sturm,0.0089,2020-10-05,26.0,0,1,1,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.51,0.46,0.0,0.45,0.52,0.0,0.0,0.0,0.0
Nico Sturm,0.010700000000000001,2019-07-16,25.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0
Nicolas Aubé-Kubel,0.0132,2020-09-17,25.0,0,0,0,1,0,7.0,0.0,0.0,8.0,0.0,0.0,0.5,0.6,0.0,0.51,0.55,0.0,0.1458,0.1458,0.1458
Nicolas Aubé-Kubel,0.0086,2019-07-16,24.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0
Nicolas Deslauriers,0.0123,2020-02-15,29.0,1,1,0,1,0,7.0,2.0,10.0,6.0,3.0,4.0,0.44,0.44,0.44,0.44,0.49,0.43,0.1148,0.1148,0.1148
Nicolas Deslauriers,0.0127,2018-02-19,27.0,1,1,0,1,0,10.0,0.0,6.0,4.0,2.0,6.0,0.44,0.38,0.39,0.43,0.4,0.42,0.1299,0.1299,0.1299
Nicolas Deslauriers,0.0109,2016-06-20,26.0,0,1,0,1,0,6.0,5.0,1.0,6.0,10.0,0.0,0.39,0.31,0.37,0.42,0.32,0.51,0.0833,0.0833,0.0833
Nicolas Deslauriers,0.0092,2014-05-26,23.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.51,0.0,0.0,0.0333,0.0333,0.0333
Nicolas Roy,0.0092,2020-04-22,23.0,0,0,1,1,0,5.0,0.0,0.0,5.0,0.0,0.0,0.58,0.5,0.45,0.6,0.54,0.48,0.119,0.119,0.119
Nikita Gusev,0.0123,2021-04-11,28.0,1,1,0,1,0,4.0,13.0,0.0,6.0,31.0,0.0,0.61,0.54,0.0,0.65,0.55,0.0,0.069,0.069,0.069
Nikita Gusev,0.0552,2019-07-29,27.0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikita Kucherov,0.1195,2018-07-10,25.0,0,1,0,1,0,39.0,40.0,30.0,61.0,45.0,36.0,0.6,0.63,0.61,0.6,0.62,0.6,0.1398,0.1398,0.1398
Nikita Kucherov,0.0653,2016-10-11,23.0,0,0,0,1,0,30.0,29.0,9.0,36.0,36.0,9.0,0.61,0.63,0.61,0.6,0.6,0.56,0.1435,0.1435,0.1435
Nikita Nesterov,0.0086,2020-10-23,28.0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikita Nesterov,0.009899999999999999,2016-09-26,24.0,0,0,0,0,1,3.0,2.0,0.0,6.0,5.0,0.0,0.5,0.57,0.0,0.53,0.55,0.0,0.0526,0.0526,0.0526
Nikita Zadorov,0.0393,2020-10-10,26.0,0,0,0,0,1,3.0,7.0,7.0,10.0,7.0,11.0,0.45,0.46,0.45,0.47,0.46,0.44,0.0469,0.0469,0.0469
Nikita Zadorov,0.0393,2019-07-05,25.0,0,0,0,0,1,7.0,7.0,0.0,7.0,11.0,10.0,0.46,0.45,0.42,0.46,0.44,0.44,0.07,0.07,0.07
Nikita Zadorov,0.0287,2017-09-15,23.0,0,0,0,0,1,0.0,0.0,3.0,10.0,2.0,12.0,0.42,0.39,0.42,0.44,0.45,0.41,0.0,0.0,0.0
Nikita Zaitsev,0.0616,2017-05-02,25.0,0,1,0,0,1,4.0,0.0,0.0,32.0,0.0,0.0,0.49,0.0,0.0,0.5,0.0,0.0,0.0377,0.0377,0.0377
Niklas Hjalmarsson,0.0629,2018-07-01,32.0,1,1,0,0,1,1.0,5.0,2.0,8.0,13.0,22.0,0.41,0.44,0.47,0.42,0.43,0.46,0.0312,0.0312,0.0312
Niklas Hjalmarsson,0.0638,2013-09-04,27.0,1,1,0,0,1,2.0,1.0,3.0,8.0,14.0,7.0,0.48,0.44,0.46,0.48,0.47,0.46,0.0465,0.0465,0.0465
Niko Mikkola,0.0097,2020-01-30,24.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0
Nikolaj Ehlers,0.08,2017-10-04,22.0,0,1,0,1,0,25.0,15.0,0.0,39.0,23.0,0.0,0.57,0.58,0.0,0.56,0.58,0.0,0.1225,0.1225,0.1225
Nino Niederreiter,0.07,2017-07-30,25.0,0,1,0,1,0,25.0,20.0,24.0,32.0,23.0,13.0,0.65,0.64,0.59,0.61,0.58,0.55,0.1344,0.1344,0.1344
Nino Niederreiter,0.038599999999999995,2014-09-20,22.0,0,0,0,1,0,14.0,0.0,1.0,22.0,0.0,0.0,0.6,0.0,0.46,0.54,0.0,0.48,0.0979,0.0979,0.0979
Noah Hanifin,0.0623,2018-08-30,22.0,0,1,0,0,1,10.0,4.0,4.0,22.0,25.0,18.0,0.59,0.52,0.54,0.6,0.55,0.56,0.0606,0.0606,0.0606
Noah Juulsen,0.0086,2020-10-08,24.0,0,0,0,0,1,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.45,0.39,0.0,0.45,0.42,0.0,0.0,0.0
Noel Acciari,0.020499999999999997,2019-07-01,28.0,1,1,1,1,0,6.0,10.0,2.0,8.0,1.0,3.0,0.44,0.46,0.53,0.45,0.44,0.48,0.0606,0.0606,0.0606
Noel Acciari,0.0097,2017-06-28,26.0,0,1,1,1,0,2.0,0.0,0.0,3.0,1.0,0.0,0.53,0.45,0.0,0.48,0.43,0.0,0.0833,0.0833,0.0833
Nolan Patrick,0.010700000000000001,2020-10-16,22.0,0,0,1,1,0,0.0,13.0,13.0,0.0,18.0,17.0,0.0,0.52,0.56,0.0,0.5,0.53,0.0,0.0,0.0
Oliver Bjorkstrand,0.0663,2021-01-06,26.0,0,1,0,1,0,18.0,21.0,23.0,26.0,16.0,13.0,0.45,0.63,0.54,0.49,0.58,0.56,0.1259,0.1259,0.1259
Oliver Bjorkstrand,0.031400000000000004,2018-07-15,24.0,0,0,0,1,0,11.0,6.0,4.0,29.0,7.0,4.0,0.54,0.6,0.6,0.55,0.59,0.54,0.0675,0.0675,0.0675
Oliver Ekman-Larsson,0.1038,2018-07-01,27.0,1,1,0,0,1,14.0,12.0,21.0,28.0,26.0,34.0,0.51,0.48,0.59,0.55,0.49,0.58,0.0693,0.0693,0.0693
Oliver Ekman-Larsson,0.0855,2013-03-15,21.0,0,1,0,0,1,3.0,13.0,1.0,21.0,19.0,10.0,0.5,0.51,0.53,0.51,0.52,0.54,0.0297,0.0297,0.0297
Oliver Kylington,0.0097,2020-12-18,24.0,0,0,0,0,1,2.0,3.0,0.0,5.0,5.0,0.0,0.49,0.49,0.0,0.48,0.49,0.0,0.0541,0.0541,0.0541
Ondrej Kase,0.0327,2018-08-15,23.0,0,0,0,1,0,20.0,5.0,0.0,18.0,10.0,0.0,0.59,0.55,0.0,0.56,0.53,0.0,0.137,0.137,0.137
Ondrej Palat,0.0707,2017-07-14,27.0,0,1,0,1,0,17.0,16.0,16.0,35.0,24.0,47.0,0.55,0.53,0.56,0.54,0.54,0.54,0.1049,0.1049,0.1049
Ondrej Palat,0.0483,2014-06-09,23.0,0,0,0,1,0,23.0,2.0,0.0,36.0,2.0,0.0,0.53,0.42,0.0,0.49,0.47,0.0,0.1394,0.1394,0.1394
Oskar Lindblom,0.0368,2020-07-22,24.0,0,0,0,1,0,11.0,17.0,2.0,6.0,15.0,4.0,0.52,0.53,0.6,0.56,0.51,0.56,0.1507,0.1507,0.1507
P.K. Subban,0.1304,2014-08-02,26.0,0,1,0,0,1,10.0,11.0,7.0,43.0,27.0,29.0,0.58,0.64,0.52,0.57,0.61,0.52,0.049,0.049,0.049
P.K. Subban,0.0484,2013-01-28,24.0,0,0,0,0,1,11.0,7.0,14.0,27.0,29.0,24.0,0.64,0.52,0.54,0.61,0.52,0.55,0.0873,0.0873,0.0873
Patric Hörnqvist,0.0707,2018-02-26,31.0,1,1,0,1,0,29.0,21.0,22.0,20.0,23.0,29.0,0.64,0.66,0.69,0.61,0.6,0.63,0.1174,0.1174,0.1174
Patric Hörnqvist,0.0661,2013-04-30,26.0,0,1,0,1,0,4.0,27.0,21.0,10.0,16.0,27.0,0.63,0.62,0.62,0.61,0.58,0.6,0.046,0.046,0.046
Patrice Bergeron,0.1069,2013-07-12,28.0,1,1,1,0,0,10.0,22.0,22.0,22.0,42.0,35.0,0.6,0.6,0.51,0.6,0.59,0.54,0.08,0.08,0.08
Patrick Brown,0.0086,2019-07-01,28.0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.45,0.0,0.0,0.0
Patrick Brown,0.0087,2018-06-06,26.0,0,1,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.54,0.0,0.45,0.49,0.0,0.0,0.0
Patrick Brown,0.0087,2017-06-27,26.0,0,0,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.54,0.47,0.45,0.49,0.44,0.0,0.0,0.0
Patrick Brown,0.0089,2016-06-28,25.0,0,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.54,0.47,0.0,0.49,0.44,0.0,0.125,0.125,0.125
Patrick Kane,0.1522,2014-07-09,26.0,1,1,0,1,0,29.0,23.0,23.0,40.0,32.0,43.0,0.62,0.59,0.62,0.62,0.55,0.61,0.1278,0.1278,0.1278
Patrick Marleau,0.0086,2020-10-13,41.0,1,1,1,1,0,11.0,16.0,27.0,11.0,19.0,20.0,0.52,0.52,0.54,0.53,0.54,0.53,0.094,0.094,0.094
Patrick Marleau,0.0086,2019-10-09,40.0,1,1,1,1,0,16.0,27.0,27.0,19.0,20.0,19.0,0.52,0.54,0.6,0.54,0.53,0.58,0.0994,0.0994,0.0994
Patrick Marleau,0.0833,2017-07-02,38.0,1,1,1,1,0,27.0,25.0,19.0,19.0,23.0,38.0,0.6,0.57,0.56,0.58,0.56,0.56,0.1436,0.1436,0.1436
Patrick Marleau,0.0966,2014-01-24,34.0,1,1,1,1,0,33.0,17.0,30.0,37.0,14.0,34.0,0.62,0.64,0.61,0.57,0.58,0.58,0.1158,0.1158,0.1158
Patrick Maroon,0.011000000000000001,2020-10-29,33.0,1,1,0,1,0,0.0,0.0,17.0,0.0,0.0,26.0,0.0,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0
Patrick Maroon,0.011000000000000001,2019-08-24,32.0,1,1,0,1,0,0.0,17.0,27.0,0.0,26.0,15.0,0.0,0.57,0.59,0.0,0.58,0.58,0.0,0.0,0.0
Patrick Maroon,0.022000000000000002,2018-07-10,31.0,1,1,0,1,0,17.0,27.0,12.0,26.0,15.0,15.0,0.57,0.59,0.57,0.58,0.58,0.56,0.1206,0.1206,0.1206
Patrick Maroon,0.028999999999999998,2014-08-12,27.0,1,1,0,1,0,11.0,2.0,0.0,18.0,1.0,0.0,0.61,0.5,0.28,0.6,0.46,0.42,0.1183,0.1183,0.1183
Patrick Maroon,0.0089,2013-03-21,25.0,1,1,0,1,0,2.0,0.0,0.0,1.0,0.0,0.0,0.5,0.28,0.0,0.46,0.42,0.0,0.0952,0.0952,0.0952
Patrick Maroon,0.0086,2012-06-07,24.0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0
Patrick Maroon,0.0086,2011-07-16,24.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Russell,0.0086,2020-08-31,28.0,1,1,0,1,0,0.0,0.0,0.0,5.0,0.0,0.0,0.46,0.76,0.0,0.44,0.65,0.0,0.0,0.0,0.0
Patrick Russell,0.0088,2019-06-11,26.0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0
Patrick Russell,0.009300000000000001,2018-06-08,25.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrik Laine,0.0828,2019-09-27,22.0,0,0,0,1,0,30.0,44.0,36.0,19.0,26.0,28.0,0.55,0.6,0.56,0.55,0.57,0.55,0.1224,0.1224,0.1224
Patrik Nemeth,0.0368,2019-07-01,28.0,1,1,0,0,1,1.0,3.0,0.0,9.0,11.0,3.0,0.42,0.43,0.45,0.4,0.38,0.47,0.0175,0.0175,0.0175
Patrik Nemeth,0.031400000000000004,2018-08-01,27.0,0,1,0,0,1,3.0,0.0,0.0,11.0,3.0,8.0,0.43,0.45,0.49,0.38,0.47,0.49,0.0417,0.0417,0.0417
Patrik Nemeth,0.0126,2017-07-01,26.0,0,0,0,0,1,0.0,0.0,0.0,3.0,8.0,3.0,0.45,0.49,0.49,0.47,0.49,0.52,0.0,0.0,0.0
Patrik Nemeth,0.0123,2015-06-17,24.0,0,0,0,0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.49,0.53,0.0,0.52,0.46,0.0,0.0,0.0,0.0
Paul Byron,0.042800000000000005,2018-09-23,30.0,1,1,0,1,0,20.0,22.0,11.0,15.0,21.0,7.0,0.51,0.51,0.43,0.49,0.49,0.45,0.1739,0.1739,0.1739
Paul Byron,0.0163,2016-02-23,27.0,1,1,0,1,0,11.0,6.0,7.0,7.0,13.0,14.0,0.43,0.49,0.46,0.45,0.46,0.5,0.2157,0.2157,0.2157
Paul Byron,0.0126,2015-07-26,27.0,0,1,0,1,0,6.0,7.0,0.0,13.0,14.0,1.0,0.49,0.46,0.33,0.46,0.5,0.36,0.0968,0.0968,0.0968
Paul Byron,0.0087,2014-07-03,26.0,1,0,0,1,0,7.0,0.0,3.0,14.0,1.0,2.0,0.46,0.33,0.47,0.5,0.36,0.43,0.1522,0.1522,0.1522
Paul Byron,0.01,2013-07-20,25.0,0,1,0,1,0,0.0,3.0,1.0,1.0,2.0,1.0,0.33,0.47,0.57,0.36,0.43,0.51,0.0,0.0,0.0
Paul Byron,0.009300000000000001,2012-07-04,24.0,0,0,0,1,0,3.0,1.0,0.0,2.0,1.0,0.0,0.47,0.57,0.0,0.43,0.51,0.0,0.2308,0.2308,0.2308
Paul LaDue,0.0086,2020-10-10,28.0,1,1,0,0,1,0.0,2.0,3.0,1.0,3.0,1.0,0.42,0.51,0.6,0.55,0.51,0.59,0.0,0.0,0.0
Paul LaDue,0.0104,2018-07-13,26.0,0,1,0,0,1,3.0,0.0,0.0,1.0,8.0,0.0,0.6,0.58,0.0,0.59,0.6,0.0,0.2308,0.2308,0.2308
Paul LaDue,0.011699999999999999,2017-07-14,25.0,0,0,0,0,1,0.0,0.0,0.0,8.0,0.0,0.0,0.58,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
Paul Stastny,0.0818,2018-07-01,33.0,1,1,1,1,0,16.0,18.0,10.0,37.0,22.0,39.0,0.54,0.53,0.56,0.56,0.52,0.54,0.1006,0.1006,0.1006
Paul Stastny,0.1014,2014-07-01,29.0,1,1,1,1,0,25.0,9.0,21.0,35.0,15.0,32.0,0.57,0.48,0.58,0.53,0.49,0.55,0.1656,0.1656,0.1656
Pavel Buchnevich,0.039900000000000005,2019-07-26,25.0,0,0,0,1,0,21.0,14.0,8.0,17.0,29.0,12.0,0.52,0.56,0.6,0.52,0.56,0.55,0.1765,0.1765,0.1765
Pavel Zacha,0.0276,2019-09-10,23.0,0,0,1,1,0,13.0,8.0,8.0,13.0,17.0,16.0,0.45,0.53,0.5,0.47,0.5,0.51,0.13,0.13,0.13
Phil Kessel,0.1244,2013-10-01,26.0,1,1,0,1,0,20.0,37.0,32.0,32.0,45.0,32.0,0.54,0.57,0.56,0.53,0.56,0.54,0.1242,0.1242,0.1242
Philippe Myers,0.0313,2020-12-08,24.0,0,0,0,0,1,4.0,1.0,0.0,12.0,1.0,0.0,0.51,0.39,0.0,0.51,0.48,0.0,0.0519,0.0519,0.0519
Phillip Danault,0.0388,2018-07-15,26.0,0,1,1,0,0,8.0,13.0,4.0,17.0,27.0,6.0,0.48,0.51,0.47,0.5,0.54,0.48,0.0851,0.0851,0.0851
Phillip Danault,0.0125,2016-07-05,24.0,0,0,1,0,0,4.0,0.0,0.0,6.0,0.0,0.0,0.47,0.65,0.0,0.48,0.58,0.0,0.0556,0.0556,0.0556
Phillip Di Giuseppe,0.0086,2020-10-11,27.0,0,1,0,1,0,1.0,1.0,5.0,5.0,3.0,8.0,0.51,0.53,0.51,0.48,0.53,0.55,0.0286,0.0286,0.0286
Phillip Di Giuseppe,0.0086,2019-07-17,26.0,0,0,0,1,0,1.0,5.0,1.0,3.0,8.0,6.0,0.53,0.51,0.51,0.53,0.55,0.56,0.0323,0.0323,0.0323
Phillip Di Giuseppe,0.009399999999999999,2018-06-26,25.0,0,0,0,1,0,5.0,1.0,7.0,8.0,6.0,10.0,0.51,0.51,0.48,0.55,0.56,0.49,0.0781,0.0781,0.0781
Phillip Di Giuseppe,0.0097,2017-07-27,24.0,0,0,0,1,0,1.0,7.0,0.0,6.0,10.0,0.0,0.51,0.48,0.0,0.56,0.49,0.0,0.0147,0.0147,0.0147
Pierre Engvall,0.015300000000000001,2020-02-12,24.0,0,0,1,1,0,8.0,0.0,0.0,7.0,0.0,0.0,0.5,0.0,0.0,0.49,0.0,0.0,0.1127,0.1127,0.1127
Pierre-Luc Dubois,0.061399999999999996,2020-12-31,22.0,0,0,1,0,0,18.0,27.0,20.0,31.0,34.0,28.0,0.57,0.55,0.59,0.56,0.56,0.59,0.1132,0.1132,0.1132
Pierre-Édouard Bellemare,0.022099999999999998,2019-07-01,35.0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Édouard Bellemare,0.0199,2017-03-01,32.0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Édouard Bellemare,0.0103,2015-03-02,30.0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Édouard Bellemare,0.009300000000000001,2014-06-18,30.0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Radek Faksa,0.039900000000000005,2020-10-11,27.0,0,1,1,0,0,11.0,14.0,17.0,9.0,15.0,16.0,0.49,0.46,0.46,0.48,0.44,0.46,0.1009,0.1009,0.1009
Radek Faksa,0.029300000000000003,2017-07-10,24.0,0,0,1,0,0,12.0,5.0,0.0,21.0,7.0,0.0,0.44,0.54,0.0,0.47,0.49,0.0,0.0909,0.0909,0.0909
Radim Simek,0.0276,2020-03-03,27.0,1,1,0,0,1,2.0,1.0,0.0,7.0,8.0,0.0,0.43,0.53,0.0,0.44,0.53,0.0,0.05,0.05,0.05
Radim Simek,0.009000000000000001,2018-04-27,25.0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Radko Gudas,0.030699999999999998,2020-10-09,31.0,1,1,0,0,1,3.0,4.0,2.0,12.0,16.0,14.0,0.45,0.43,0.47,0.46,0.44,0.48,0.033,0.033,0.033
Radko Gudas,0.045899999999999996,2016-06-23,27.0,0,1,0,0,1,5.0,2.0,3.0,9.0,3.0,19.0,0.43,0.53,0.44,0.48,0.5,0.46,0.0333,0.0333,0.0333
Radko Gudas,0.0154,2013-05-07,23.0,0,0,0,0,1,2.0,0.0,0.0,3.0,0.0,0.0,0.53,0.0,0.0,0.53,0.0,0.0,0.0645,0.0645,0.0645
Rasmus Andersson,0.0558,2020-01-08,23.0,0,1,0,0,1,5.0,2.0,0.0,17.0,17.0,0.0,0.53,0.54,0.53,0.53,0.53,0.58,0.0407,0.0407,0.0407
